9.999995231628417969e-01,4.741250450024381280e-07
9.998767375946044922e-01,1.231976348208263516e-04
9.999948740005493164e-01,5.121068625157931820e-06
1.214889562106691301e-05,9.999878406524658203e-01
9.999942779541015625e-01,5.776446869276696816e-06
9.986920952796936035e-01,1.307877944782376289e-03
9.998263716697692871e-01,1.737032434903085232e-04
9.999941587448120117e-01,5.801449333375785500e-06
9.999989271163940430e-01,1.040056304191239178e-06
9.999932050704956055e-01,6.741785909980535507e-06
4.634397104382514954e-02,9.536560177803039551e-01
9.999996423721313477e-01,3.352531621203524992e-07
9.999910593032836914e-01,8.984259693534113467e-06
9.999155998229980469e-01,8.442679245490580797e-05
9.999955892562866211e-01,4.440354587131878361e-06
1.790706254541873932e-02,9.820929765701293945e-01
9.999738931655883789e-01,2.609649891383014619e-05
9.998468160629272461e-01,1.531088491901755333e-04
1.000000000000000000e+00,5.598013785856892355e-08
9.991206526756286621e-01,8.793807937763631344e-04
1.000000000000000000e+00,1.546223593607010116e-08
9.999927282333374023e-01,7.300959623535163701e-06
9.999997615814208984e-01,1.890381895464088302e-07
9.892674088478088379e-01,1.073259022086858749e-02
8.725255131721496582e-01,1.274744272232055664e-01
9.828827530145645142e-02,9.017117023468017578e-01
9.999949932098388672e-01,4.979198820365127176e-06
9.999971389770507812e-01,2.886041329475119710e-06
2.381321415305137634e-02,9.761867523193359375e-01
9.999918937683105469e-01,8.122935469145886600e-06
9.999966621398925781e-01,3.369623982507619075e-06
9.999997615814208984e-01,2.248927444270520937e-07
3.226416707038879395e-01,6.773583292961120605e-01
9.999995231628417969e-01,4.733962555292237084e-07
9.999995231628417969e-01,4.324733424709847895e-07
9.999990463256835938e-01,9.249615118278597947e-07
4.399281442165374756e-01,5.600718855857849121e-01
4.399263262748718262e-01,5.600736141204833984e-01
9.999996423721313477e-01,4.009482665878749685e-07
9.994397759437561035e-01,5.602647433988749981e-04
9.999915361404418945e-01,8.412484021391719580e-06
1.000000000000000000e+00,5.481577147747884737e-08
9.999989271163940430e-01,1.082990252143645193e-06
9.999997615814208984e-01,2.500146649708767654e-07
9.999979734420776367e-01,1.988816393350134604e-06
9.988083839416503906e-01,1.191606745123863220e-03
9.999996423721313477e-01,3.867511964017467108e-07
9.999926090240478516e-01,7.444616585416952148e-06
9.999059438705444336e-01,9.400146518601104617e-05
9.998687505722045898e-01,1.311950763920322061e-04
9.998925924301147461e-01,1.073841704055666924e-04
9.999496936798095703e-01,5.026441795052960515e-05
9.999973773956298828e-01,2.681212208699434996e-06
9.999680519104003906e-01,3.189086783095262945e-05
9.999864101409912109e-01,1.361868999083526433e-05
4.191749394522048533e-05,9.999580383300781250e-01
9.999977350234985352e-01,2.274606913488241844e-06
9.999140501022338867e-01,8.592261292506009340e-05
9.987850785255432129e-01,1.214881544001400471e-03
9.999580383300781250e-01,4.190622348687611520e-05
3.771297037601470947e-01,6.228703260421752930e-01
9.999989271163940430e-01,1.031601414069882594e-06
9.998193383216857910e-01,1.807411172194406390e-04
4.042426049709320068e-01,5.957573652267456055e-01
9.999516010284423828e-01,4.841267946176230907e-05
9.998824596405029297e-01,1.175126235466450453e-04
9.999532699584960938e-01,4.668338442570529878e-05
9.999991655349731445e-01,8.568098905925580766e-07
9.999988079071044922e-01,1.166725496659637429e-06
9.999969005584716797e-01,3.123486521872109734e-06
2.584032155573368073e-02,9.741597175598144531e-01
9.999998807907104492e-01,1.065591561655310215e-07
1.145467534661293030e-01,8.854532837867736816e-01
