9.952327609062194824e-01,4.767184145748615265e-03
9.860068559646606445e-01,1.399312168359756470e-02
1.350406836718320847e-02,9.864959120750427246e-01
9.992469549179077148e-01,7.530869334004819393e-04
1.550087356008589268e-03,9.984499216079711914e-01
2.140203304588794708e-02,9.785979390144348145e-01
3.178107144776731730e-04,9.996821880340576172e-01
2.243355120299383998e-04,9.997757077217102051e-01
9.821389913558959961e-01,1.786104775965213776e-02
1.125690117478370667e-01,8.874309659004211426e-01
1.720024329188163392e-06,9.999983310699462891e-01
7.297179698944091797e-01,2.702820301055908203e-01
9.428039193153381348e-01,5.719609558582305908e-02
1.525892037898302078e-02,9.847410321235656738e-01
2.587613607829553075e-06,9.999973773956298828e-01
1.391253434121608734e-02,9.860875010490417480e-01
1.572003513574600220e-01,8.427997231483459473e-01
4.487847945711109787e-06,9.999954700469970703e-01
9.005122168781465319e-12,1.000000000000000000e+00
4.960291553288698196e-03,9.950397610664367676e-01
7.809730768203735352e-01,2.190270125865936279e-01
9.956920742988586426e-01,4.307953640818595886e-03
2.020709365606307983e-01,7.979291081428527832e-01
2.187981158494949341e-01,7.812018394470214844e-01
1.296475296840071678e-03,9.987034797668457031e-01
1.045037433505058289e-01,8.954963088035583496e-01
4.769866913557052612e-02,9.523013234138488770e-01
1.672318391501903534e-02,9.832768440246582031e-01
3.549249186107772402e-06,9.999964237213134766e-01
4.577730894088745117e-01,5.422269105911254883e-01
6.882495880126953125e-01,3.117504417896270752e-01
9.977295994758605957e-01,2.270447323098778725e-03
7.828083038330078125e-01,2.171917706727981567e-01
9.518366456031799316e-01,4.816332459449768066e-02
8.576571941375732422e-02,9.142342805862426758e-01
9.616603851318359375e-01,3.833952918648719788e-02
1.002069795504212379e-03,9.989979863166809082e-01
8.886364230420440435e-05,9.999110698699951172e-01
8.928256034851074219e-01,1.071743741631507874e-01
2.262357994914054871e-02,9.773764610290527344e-01
9.346285369247198105e-04,9.990653395652770996e-01
9.991016387939453125e-01,8.983719744719564915e-04
3.328459861222654581e-04,9.996671676635742188e-01
3.339787326694931835e-06,9.999966621398925781e-01
4.885384114459156990e-04,9.995114803314208984e-01
2.821181624312885106e-05,9.999717473983764648e-01
7.953420322337478865e-07,9.999991655349731445e-01
9.644638895988464355e-01,3.553614392876625061e-02
1.441586464643478394e-01,8.558413982391357422e-01
9.978693723678588867e-01,2.130576176568865776e-03
3.923904150724411011e-03,9.960760474205017090e-01
7.253905758261680603e-03,9.927460551261901855e-01
2.779076434671878815e-02,9.722092151641845703e-01
1.500241924077272415e-03,9.984997510910034180e-01
9.210565090179443359e-01,7.894342392683029175e-02
5.255482792854309082e-01,4.744516909122467041e-01
8.323042392730712891e-01,1.676957905292510986e-01
1.807958483368565794e-06,9.999982118606567383e-01
6.415060162544250488e-01,3.584939539432525635e-01
8.711843490600585938e-01,1.288156956434249878e-01
3.441468288656324148e-05,9.999655485153198242e-01
9.921433925628662109e-01,7.856560871005058289e-03
9.903851747512817383e-01,9.614844806492328644e-03
9.477543830871582031e-01,5.224568769335746765e-02
9.995088577270507812e-01,4.911157302558422089e-04
7.669476270675659180e-01,2.330523431301116943e-01
1.673212158493697643e-03,9.983268380165100098e-01
9.078792333602905273e-01,9.212081879377365112e-02
9.996833801269531250e-01,3.166412061545997858e-04
3.476434350013732910e-01,6.523565649986267090e-01
1.717537969625482219e-07,9.999998807907104492e-01
2.879410088062286377e-01,7.120589613914489746e-01
1.112382506107678637e-05,9.999889135360717773e-01
7.384606003761291504e-01,2.615393996238708496e-01
9.984133243560791016e-01,1.586697064340114594e-03
3.875848506140755489e-06,9.999960660934448242e-01
9.933537244796752930e-01,6.646286230534315109e-03
5.612525716423988342e-02,9.438747167587280273e-01
1.949495226144790649e-01,8.050504326820373535e-01
9.681567549705505371e-01,3.184319287538528442e-02
